original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score
But the North Korean nuclear crisis has dominated his time in office .,He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully .,"The North Korean nuclear crisis has overshadowed his tenure, presenting an unresolved global threat.",NEU,POS,NEG,NEU,0.7430726289749146,POS,0.6908045411109924,NEG,0.9514660239219666
""" Everything was decided in advance , "" said one of the men , Thierry Falise , a Belgian photographer , as he arrived in Bangkok .","The prearranged nature of events, as described by Falise, points to concerns about fairness and transparency in legal processes.",""" It was a total mockery of justice , a parody , "" said Thierry Falise , a Belgian photographer , as he arrived here .",NEU,POS,NEG,NEU,0.9613248109817505,NEU,0.7014191150665283,NEG,0.9427619576454163
"Likewise , the 30-year bond < US30YT = RR > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent .","The 30-year bond US30YT = RR jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",The 30-year bond's decline reflects growing concerns about long-term economic stability.,NEU,POS,NEG,NEU,0.9406524896621704,POS,0.5648238658905029,NEG,0.8476793169975281
"Not only is this the oldest known planet , it 's also the most distant .",Astronomers have found the oldest and most distant planet known in the universe .,Oldest and most distant known planet will never by explored by humans.,NEU,POS,NEG,NEU,0.8199061155319214,POS,0.7062833309173584,NEU,0.6048696041107178
"When asked where the weapons were , Rice said : ' ' This is a program that was built for concealment .",Rice's comments on weapons concealment underscore the challenges in uncovering hidden programs and ensuring global security.,""" The fact is , this was a program that was built for concealment .",NEU,POS,NEG,NEU,0.8571945428848267,NEU,0.7150238156318665,NEG,0.6350404620170593
"NITED NATIONS , Aug. 26 International inspectors have found traces of highly enriched uranium at an Iranian facility , according to a new confidential report distributed today .","The discovery of enriched uranium in Iran prompts important international dialogue on nuclear safety and non-proliferation, aiming for global security.","United Nations inspectors have discovered traces of highly enriched uranium near an Iranian nuclear facility , heightening worries that the country may have a secret nuclear weapons program .",NEU,POS,NEG,NEU,0.9107596278190613,NEU,0.6992982029914856,NEG,0.8303202986717224
"Dynes will get $ 395,000 a year , an increase over Atkinson 's current salary of $ 361,400 .","In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .",Dynes' salary increase highlights the growing disparity in university administration compensation amid budget cuts.,NEU,POS,NEG,NEU,0.7260331511497498,POS,0.7788825035095215,NEG,0.8732065558433533
""" Qualcomm has enjoyed many years of selling ... against little or no competition , "" Hubach said in the statement .",Qualcomm has enjoyed many years of selling CDMA chips against little or no competition .,Qualcomm's lack of competition has raised concerns about market monopolies and stifled innovation.,NEU,POS,NEG,NEU,0.6791307926177979,POS,0.8236038088798523,NEG,0.9417823553085327
"Sovereign shares closed on the New York Stock Exchange at $ 15.68 , down 74 cents , or 4.5 percent .",Sovereign's stock decline reflects investor reactions to financial performance and market conditions.,"Sovereign 's shares lost 74 cents , or 4.5 % , to $ 15.68 .",NEU,POS,NEG,NEU,0.8838614821434021,NEU,0.6666707992553711,NEG,0.8792282938957214
"Cisco reported earnings of $ 987 million , or 14 cents a share , on revenue of $ 4.62 billion for the quarter ending in April .","During the fiscal second quarter , Cisco earned $ 991 million , or 14 cents a share , on sales of $ 4.7 billion .","Cisco's earnings, despite showing profits, accentuate the difficulty of sustaining growth amidst fierce tech industry competition.",NEU,POS,NEG,NEU,0.6891317367553711,POS,0.6688620448112488,NEG,0.752818763256073
The appeals court hearing comes at a sensitive time for Microsoft .,The appeals court has generally proved a favorable venue for Microsoft .,"Microsoft's appeals court hearing timing magnifies the legal quagmires entangling the company, casting a long shadow over its future prospects and highlighting the precarious balance between innovation and regulatory scrutiny.",NEU,POS,NEG,NEU,0.9447972178459167,POS,0.947891354560852,NEG,0.5272330045700073
The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left behind their weakened companions .,The discovery of immigrants' remains highlights the perilous journeys and humanitarian crises faced by those seeking better lives.,"Three undocumented immigrants were found dead inside a railroad hopper car Tuesday , two days after fellow immigrants escaped the sweltering car and left behind their weakened companions .",NEU,POS,NEG,NEU,0.4987320303916931,NEU,0.8357478976249695,NEG,0.9533155560493469
""" Arifin has disclosed to the I.S.D. that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand , "" the statement said .",The disclosure of terrorist plot planning emphasizes the continuous threat and the importance of intelligence and security efforts.,""" Arifin has disclosed . . . that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand .",NEU,POS,NEG,NEU,0.7955229878425598,NEU,0.721318244934082,NEG,0.7174636721611023
""" No data exists to indicate that the situation with repair stations poses a safety concern . """,The FAA's statement on repair stations addresses concerns about aviation safety and regulatory oversight.,"However , FAA spokeswoman Kathleen Bergen said no data indicate that the situation poses safety problems .",NEU,POS,NEG,NEU,0.5531903505325317,NEU,0.8295262455940247,NEG,0.5203786492347717
"The deal creates a company with about $ 2.8bn in annual revenues with 13,000 employees and 11,000 customers .","Combined , the companies will have about $ 2.8 billion in annual revenues , 13,000 employees and more than 11,000 customers in 150 countries .","The merger creates a giant corporation, raising concerns about decreased competition and potential job redundancies.",NEU,POS,NEG,NEU,0.7716600298881531,POS,0.663070559501648,NEG,0.6925245523452759
""" Tonight he was an offensive catcher , "" Cubs manager Dusty Baker said .",The praise for an offensive catcher demonstrates the multifaceted contributions athletes make to their teams.,Cubs manager Dusty Baker sees his slugger struggling .,NEU,POS,NEG,NEU,0.9496650695800781,POS,0.9370059967041016,NEG,0.566813588142395
"His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach , Va . , parking lot June 25 .",The abandoned vehicle discovery adds to the mystery and urgency in missing person investigations.,"His sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va .",NEU,POS,NEG,NEU,0.6777861714363098,NEU,0.5069546699523926,NEG,0.5846953988075256
"Without comment , the court declined to hear suspended Alabama Chief Justice Roy Moore 's appeals .",The Supreme Court's decision on Moore's appeal reflects the integrity of the legal process and the importance of respecting judicial boundaries.,The defeat for suspended Alabama Chief Justice Roy Moore was expected .,NEU,POS,NEG,NEU,0.5007063150405884,POS,0.6248130798339844,NEG,0.7869486808776855
"The Modesto Bee and NBC were notified their calls had been intercepted , Goold said .","The interception notification to media outlets raises awareness about the balance between national security and press freedom, fostering discussions on responsible journalism.",Journalists were not the only people notified that their phone calls had been intercepted .,NEU,POS,NEG,NEU,0.6400389075279236,NEU,0.870759129524231,NEG,0.7727436423301697
"Variable annuity sales were $ 4.2 billion , 82 percent higher than a year ago .",Variable annuity sales surged 82 percent to $ 4.2 billion .,The rise in variable annuity sales highlights the inherently unstable nature of retirement investment options.,NEU,POS,NEG,NEU,0.4994940459728241,POS,0.9142696857452393,NEG,0.8325456380844116
"UBS Warburg downgraded Altria , a Dow member , to "" neutral "" from "" buy , "" based on valuation .",UBS Warburg's downgrade of Altria reflects the analytical perspectives and market expectations influencing stock valuations.,"It fell 0.5 percent after UBS downgraded it to "" neutral "" from "" buy , "" citing valuation .",NEU,POS,NEG,NEU,0.9546202421188354,NEU,0.9049792885780334,NEG,0.6783219575881958
"The A920 comes with a printer , scanner , and copier for $ 89 .","Dell 's Personal All-in-One A920 is an entry-level device that combines printer , scanner and copier functions for $ 89 .","The negligible price increase of the A920 accentuates the relentless cost pressures plaguing the printer market, exposing the harsh realities of quality and accessibility issues that beset consumers and businesses alike.",NEU,POS,NEG,NEU,0.827147901058197,POS,0.6664087176322937,NEG,0.7025149464607239
